,objectId,srcObject,regionKey,objectType,objectCn,objectCon,subjectId,regionId,settlementId,street,house,addressNotes,okato,apartment,nobjectCn,nobjectCon
426,77:5:6004:10468,1,177,002009000000,77:05:0006004:10468,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 310",,310,77:5:6004:10468,
427,77:5:6004:10469,1,177,002009000000,77:05:0006004:10469,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 311",,311,77:5:6004:10469,
428,77:5:6004:10498,1,177,002009000000,77:05:0006004:10498,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 312",,312,77:5:6004:10498,
429,77:5:6004:10499,1,177,002009000000,77:05:0006004:10499,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 313",,313,77:5:6004:10499,
430,77:5:6004:10500,1,177,002009000000,77:05:0006004:10500,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 314",,314,77:5:6004:10500,
431,177_367333301,2,177,002002002000,77:05:0006004:10500,1-1160176,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.314",,314,77:5:6004:10500,1-1160176
432,77:5:6004:10501,1,177,002009000000,77:05:0006004:10501,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 315",,315,77:5:6004:10501,
433,177_1037579588001,2,177,002002002000,77:05:0006004:10501,77-77-05/300/2014-882,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.315",,315,77:5:6004:10501,77-77-5/300/2014-882
434,77:5:6004:10530,1,177,002009000000,77:05:0006004:10530,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 316",,316,77:5:6004:10530,
435,177_1308930475001,2,177,002002002000,77:05:0006004:10530,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.316",,316,77:5:6004:10530,
436,77:5:6004:10531,1,177,002009000000,77:05:0006004:10531,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 317",,317,77:5:6004:10531,
437,177_367334301,2,177,002002002000,77:05:0006004:10531,77-77-05/070/2010-087,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 317",,317,77:5:6004:10531,77-77-5/70/2010-87
438,77:5:6004:10532,1,177,002009000000,77:05:0006004:10532,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 318",,318,77:5:6004:10532,
439,177_1175822743001,2,177,002002002000,77:05:0006004:10532,77-77/005-77/005/273/2015-637,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.318",,318,77:5:6004:10532,77-77/5-77/5/273/2015-637
440,77:5:6004:10533,1,177,002009000000,77:05:0006004:10533,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 319",,319,77:5:6004:10533,
441,177_1154514879001,2,177,002002002000,77:05:0006004:10533,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.319",,319,77:5:6004:10533,
442,77:5:6004:10357,1,177,002009000000,77:05:0006004:10357,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 32",,32,77:5:6004:10357,
443,177_367335301,2,177,002002002000,77:05:0006004:10357,1-463393,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 32",,32,77:5:6004:10357,1-463393
444,77:5:6004:10561,1,177,002009000000,77:05:0006004:10561,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 320",,320,77:5:6004:10561,
445,177_12778612301,2,177,002002002000,77:05:0006004:10561,1-3157761,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 320",,320,77:5:6004:10561,1-3157761
446,77:5:6004:10562,1,177,002009000000,77:05:0006004:10562,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 321",,321,77:5:6004:10562,
447,177_367336301,2,177,002002002000,77:05:0006004:10562,77-77-05/056/2007-696,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 321",,321,77:5:6004:10562,77-77-5/56/2007-696
448,77:5:6004:10563,1,177,002009000000,77:05:0006004:10563,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 322",,322,77:5:6004:10563,
449,177_12284583301,2,177,002002002000,77:05:0006004:10563,1-2825304,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.322",,322,77:5:6004:10563,1-2825304
450,77:5:6004:10564,1,177,002009000000,77:05:0006004:10564,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 323",,323,77:5:6004:10564,
451,177_1710855301,2,177,002002002000,77:05:0006004:10564,1-1830930,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 323",,323,77:5:6004:10564,1-1830930
452,77:5:6004:10593,1,177,002009000000,77:05:0006004:10593,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 324",,324,77:5:6004:10593,
453,177_1177671779001,2,177,002002002000,77:05:0006004:10593,77-77/005-77/005/273/2015-787,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.324",,324,77:5:6004:10593,77-77/5-77/5/273/2015-787
454,77:5:6004:10594,1,177,002009000000,77:05:0006004:10594,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 325",,325,77:5:6004:10594,
455,77:5:6004:10595,1,177,002009000000,77:05:0006004:10595,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 326",,326,77:5:6004:10595,
456,177_1237283301,2,177,002002002000,77:05:0006004:10595,77-77-11/107/2010-659,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.326",,326,77:5:6004:10595,77-77-11/107/2010-659
457,77:5:6004:10596,1,177,002009000000,77:05:0006004:10596,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 327",,327,77:5:6004:10596,
458,177_237996576001,2,177,002002002000,77:05:0006004:10596,77-77-05/038/2012-711,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.327",,327,77:5:6004:10596,77-77-5/38/2012-711
459,77:5:6004:10625,1,177,002009000000,77:05:0006004:10625,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 328",,328,77:5:6004:10625,
460,177_367337301,2,177,002002002000,77:05:0006004:10625,1-800813,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 328",,328,77:5:6004:10625,1-800813
461,77:5:6004:10626,1,177,002009000000,77:05:0006004:10626,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 329",,329,77:5:6004:10626,
462,77:5:6004:10386,1,177,002009000000,77:05:0006004:10386,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 33",,33,77:5:6004:10386,
463,177_12390175301,2,177,002002002000,77:05:0006004:10386,1-2929022,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 33",,33,77:5:6004:10386,1-2929022
464,77:5:6004:10627,1,177,002009000000,77:05:0006004:10627,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 330",,330,77:5:6004:10627,
465,177_367339301,2,177,002002002000,77:05:0006004:10627,1-818269,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.330",,330,77:5:6004:10627,1-818269
466,77:5:6004:10628,1,177,002009000000,77:05:0006004:10628,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 331",,331,77:5:6004:10628,
467,77:5:6004:10657,1,177,002009000000,77:05:0006004:10657,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 332",,332,77:5:6004:10657,
468,177_13002479301,2,177,002002002000,77:05:0006004:10657,77-77-05/011/2005-461,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 332",,332,77:5:6004:10657,77-77-5/11/2005-461
469,77:5:6004:10658,1,177,002009000000,77:05:0006004:10658,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 333",,333,77:5:6004:10658,
470,177_1253218301,2,177,002002002000,77:05:0006004:10658,77-77-05/049/2008-170,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 333",,333,77:5:6004:10658,77-77-5/49/2008-170
471,77:5:6004:10659,1,177,002009000000,77:05:0006004:10659,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 334",,334,77:5:6004:10659,
472,177_22880799001,2,177,002002002000,77:05:0006004:10659,77-77-05/039/2010-204,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.334",,334,77:5:6004:10659,77-77-5/39/2010-204
473,77:5:6004:10660,1,177,002009000000,77:05:0006004:10660,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 335",,335,77:5:6004:10660,
474,177_12833794301,2,177,002002002000,77:05:0006004:10660,1-3207825,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 335",,335,77:5:6004:10660,1-3207825
475,77:5:6004:10182,1,177,002009000000,77:05:0006004:10182,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 336",,336,77:5:6004:10182,
476,77:5:6004:10183,1,177,002009000000,77:05:0006004:10183,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 337",,337,77:5:6004:10183,
477,177_367341301,2,177,002002002000,77:05:0006004:10183,1-933609,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.337",,337,77:5:6004:10183,1-933609
478,77:5:6004:10184,1,177,002009000000,77:05:0006004:10184,,145000000000,145296000000,145296593000,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 338",,338,77:5:6004:10184,
479,177_367342301,2,177,002002002000,77:05:0006004:10184,77-77-05/032/2006-318,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 338",,338,77:5:6004:10184,77-77-5/32/2006-318
480,77:5:6004:10185,1,177,002009000000,77:05:0006004:10185,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 339",,339,77:5:6004:10185,
481,177_12993405301,2,177,002002002000,77:05:0006004:10185,77-77-05/004/2005-520,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 339",,339,77:5:6004:10185,77-77-5/4/2005-520
482,77:5:6004:10387,1,177,002009000000,77:05:0006004:10387,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 34",,34,77:5:6004:10387,
483,177_1554946301,2,177,002002002000,77:05:0006004:10387,77-77-06/020/2006-364,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.34",,34,77:5:6004:10387,77-77-6/20/2006-364
484,77:5:6004:10214,1,177,002009000000,77:05:0006004:10214,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 340",,340,77:5:6004:10214,
485,177_13170137301,2,177,002002002000,77:05:0006004:10214,77-77-05/039/2005-899,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 340",,340,77:5:6004:10214,77-77-5/39/2005-899
486,77:5:6004:10215,1,177,002009000000,77:05:0006004:10215,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 341",,341,77:5:6004:10215,
487,177_1276796301,2,177,002002002000,77:05:0006004:10215,1-1351925,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 341",,341,77:5:6004:10215,1-1351925
488,77:5:6004:10216,1,177,002009000000,77:05:0006004:10216,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 342",,342,77:5:6004:10216,
489,177_1698944301,2,177,002002002000,77:05:0006004:10216,1-1818221,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.342",,342,77:5:6004:10216,1-1818221
490,77:5:6004:10217,1,177,002009000000,77:05:0006004:10217,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 343",,343,77:5:6004:10217,
491,177_1138483260001,2,177,002002002000,77:05:0006004:10217,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.343",,343,77:5:6004:10217,
492,77:5:6004:10246,1,177,002009000000,77:05:0006004:10246,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 344",,344,77:5:6004:10246,
493,77:5:6004:10247,1,177,002009000000,77:05:0006004:10247,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 345",,345,77:5:6004:10247,
494,77:5:6004:10248,1,177,002009000000,77:05:0006004:10248,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 346",,346,77:5:6004:10248,
495,177_367345301,2,177,002002002000,77:05:0006004:10248,77-77-03/045/2006-268,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.346",,346,77:5:6004:10248,77-77-3/45/2006-268
496,77:5:6004:10249,1,177,002009000000,77:05:0006004:10249,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 347",,347,77:5:6004:10249,
497,177_407480584001,2,177,002002002000,77:05:0006004:10249,77-77-05/134/2012-254,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.347",,347,77:5:6004:10249,77-77-5/134/2012-254
498,77:5:6004:10278,1,177,002009000000,77:05:0006004:10278,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 348",,348,77:5:6004:10278,
499,177_367346301,2,177,002002002000,77:05:0006004:10278,77-77-09/060/2013-267,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.348",,348,77:5:6004:10278,77-77-9/60/2013-267
500,77:5:6004:10279,1,177,002009000000,77:05:0006004:10279,,145000000000,145296000000,145296593000,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 349",,349,77:5:6004:10279,
501,177_367347301,2,177,002002002000,77:05:0006004:10279,1-512872,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.349",,349,77:5:6004:10279,1-512872
502,77:5:6004:10388,1,177,002009000000,77:05:0006004:10388,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 35",,35,77:5:6004:10388,
503,77:5:6004:10280,1,177,002009000000,77:05:0006004:10280,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 350",,350,77:5:6004:10280,
504,77:5:6004:10281,1,177,002009000000,77:05:0006004:10281,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 351",,351,77:5:6004:10281,
505,77:5:6004:10310,1,177,002009000000,77:05:0006004:10310,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 352",,352,77:5:6004:10310,
506,177_13076305301,2,177,002002002000,77:05:0006004:10310,77-77-05/012/2005-891,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 352",,352,77:5:6004:10310,77-77-5/12/2005-891
507,77:5:6004:10311,1,177,002009000000,77:05:0006004:10311,,145000000000,145296000000,145296593000,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 353",,353,77:5:6004:10311,
508,177_513876589001,2,177,002002002000,77:05:0006004:10311,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.353",,353,77:5:6004:10311,
509,77:5:6004:10312,1,177,002009000000,77:05:0006004:10312,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 354",,354,77:5:6004:10312,
510,177_1173154245001,2,177,002002002000,77:05:0006004:10312,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.354",,354,77:5:6004:10312,
511,77:5:6004:10313,1,177,002009000000,77:05:0006004:10313,,145000000000,145296000000,145296593000,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 355",,355,77:5:6004:10313,
512,177_1200069301,2,177,002002002000,77:05:0006004:10313,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.355",,355,77:5:6004:10313,
513,77:5:6004:10342,1,177,002009000000,77:05:0006004:10342,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 356",,356,77:5:6004:10342,
514,177_22881874001,2,177,002002002000,77:05:0006004:10342,77-77-05/039/2010-326,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.356",,356,77:5:6004:10342,77-77-5/39/2010-326
515,77:5:6004:10343,1,177,002009000000,77:05:0006004:10343,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 357",,357,77:5:6004:10343,
516,177_367350301,2,177,002002002000,77:05:0006004:10343,77-77-05/033/2008-649,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.357",,357,77:5:6004:10343,77-77-5/33/2008-649
517,77:5:6004:10344,1,177,002009000000,77:05:0006004:10344,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 358",,358,77:5:6004:10344,
518,177_12539137301,2,177,002002002000,77:05:0006004:10344,1-3079852,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 358",,358,77:5:6004:10344,1-3079852
519,77:5:6004:10345,1,177,002009000000,77:05:0006004:10345,,145000000000,145296000000,145296593000,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 359",,359,77:5:6004:10345,
520,177_367351301,2,177,002002002000,77:05:0006004:10345,1-189423,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 359",,359,77:5:6004:10345,1-189423
521,77:5:6004:10389,1,177,002009000000,77:05:0006004:10389,,145000000000,145296000000,145296593000,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 36",,36,77:5:6004:10389,
522,177_367352301,2,177,002002002000,77:05:0006004:10389,1-1079916,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.36",,36,77:5:6004:10389,1-1079916
523,77:5:6004:10374,1,177,002009000000,77:05:0006004:10374,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 360",,360,77:5:6004:10374,
524,177_367353301,2,177,002002002000,77:05:0006004:10374,77-77-08/055/2006-376,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 360",,360,77:5:6004:10374,77-77-8/55/2006-376
525,77:5:6004:10375,1,177,002009000000,77:05:0006004:10375,,145000000000,145296000000,145296593000,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 361",,361,77:5:6004:10375,
526,177_367354301,2,177,002002002000,77:05:0006004:10375,1-512041,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.361",,361,77:5:6004:10375,1-512041
527,77:5:6004:10376,1,177,002009000000,77:05:0006004:10376,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 362",,362,77:5:6004:10376,
528,177_507780001001,2,177,002002002000,77:05:0006004:10376,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.362",,362,77:5:6004:10376,
529,77:5:6004:10377,1,177,002009000000,77:05:0006004:10377,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 363",,363,77:5:6004:10377,
530,177_367355301,2,177,002002002000,77:05:0006004:10377,77-77-04/028/2013-854,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 363",,363,77:5:6004:10377,77-77-4/28/2013-854
531,77:5:6004:10406,1,177,002009000000,77:05:0006004:10406,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 364",,364,77:5:6004:10406,
532,177_12131250301,2,177,002002002000,77:05:0006004:10406,1-2670480,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 364",,364,77:5:6004:10406,1-2670480
533,77:5:6004:10407,1,177,002009000000,77:05:0006004:10407,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 365",,365,77:5:6004:10407,
534,177_367356301,2,177,002002002000,77:05:0006004:10407,1-34052,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 365",,365,77:5:6004:10407,1-34052
535,77:5:6004:10408,1,177,002009000000,77:05:0006004:10408,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 366",,366,77:5:6004:10408,
536,177_1207570544001,2,177,002002002000,77:05:0006004:10408,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.366",,366,77:5:6004:10408,
537,77:5:6004:10409,1,177,002009000000,77:05:0006004:10409,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 367",,367,77:5:6004:10409,
538,177_1532343301,2,177,002002002000,77:05:0006004:10409,77-77-05/052/2011-554,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 367",,367,77:5:6004:10409,77-77-5/52/2011-554
539,77:5:6004:10438,1,177,002009000000,77:05:0006004:10438,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 368",,368,77:5:6004:10438,
540,177_30078872001,2,177,002002002000,77:05:0006004:10438,77-77-05/061/2010-145,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.368",,368,77:5:6004:10438,77-77-5/61/2010-145
541,77:5:6004:10439,1,177,002009000000,77:05:0006004:10439,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 369",,369,77:5:6004:10439,
542,177_367357301,2,177,002002002000,77:05:0006004:10439,1-160603,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.369",,369,77:5:6004:10439,1-160603
543,77:5:6004:10418,1,177,002009000000,77:05:0006004:10418,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 37",,37,77:5:6004:10418,
544,177_1272554301,2,177,002002002000,77:05:0006004:10418,77-77-05/054/2008-349,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 37",,37,77:5:6004:10418,77-77-5/54/2008-349
545,77:5:6004:10440,1,177,002009000000,77:05:0006004:10440,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 370",,370,77:5:6004:10440,
546,177_367358301,2,177,002002002000,77:05:0006004:10440,1-235777,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.МОСКВА, КИРОВОГРАДСКАЯ УЛ., дом 5 кв. 370",,370,77:5:6004:10440,1-235777
547,77:5:6004:10441,1,177,002009000000,77:05:0006004:10441,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 371",,371,77:5:6004:10441,
548,177_1436781301,2,177,002002002000,77:05:0006004:10441,1-1533962,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.371",,371,77:5:6004:10441,1-1533962
549,77:5:6004:10470,1,177,002009000000,77:05:0006004:10470,,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"ул Кировоградская, д. 5, 372",,372,77:5:6004:10470,
550,177_172986315001,2,177,002002002000,77:05:0006004:10470,77-77-05/063/2011-804,145000000000,0,0,КИРОВОГРАДСКАЯ|УЛ,5||,"г.Москва, ул.Кировоградская, д.5, кв.372",,372,77:5:6004:10470,77-77-5/63/2011-804
